,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all_year
2847,"('自由貿易', 18.01368954605122)","('重点的', 13.727366942030374)","('北方領土', 15.843420283160526)","('開設', 14.424239725224885)","('必死', 17.329688852545292)","('零細', 15.511736042806628)","('全容', 12.16113981575194)","('陳情', 12.133120973618361)","('三日', 11.334500424978437)","('ファクス', 14.033474374567168)","('妊婦', 11.153762522696754)","('憲法審査会', 14.736302411144624)","('五十人', 17.81096016892168)","('ラグビーワールドカップ', 15.840816991518668)","('年寄り', 15.131997468258723)","('学校教育', 14.486947347545208)","('墜落', 16.520898139742222)","('小中学校', 14.672408799514628)","('節目', 13.305032239412544)","('判断基準', 13.699343571783789)","('線引き', 8.236244365548323)","('鑑定', 298.37883346898053)"
2848,"('見地', 18.007716523872084)","('措置入院', 13.725366952536332)","('弾薬', 15.841090720491518)","('六条', 14.423381110664398)","('半数', 17.324074536297378)","('価値観', 15.511685905042784)","('被爆', 12.158723140119694)","('開設', 12.131950473806825)","('初年度', 11.32742108832732)","('お許し', 14.021310267542466)","('仙台市', 11.152247655241593)","('避難勧告', 14.72100097331316)","('体質', 17.808533328858108)","('示唆', 15.840063806296605)","('強靱', 15.130696254664674)","('農業経営', 14.486840082340244)","('労働法', 16.51327434579073)","('直結', 14.670350145640747)","('常勤', 13.304353826796378)","('知財', 13.696468496861462)","('ないん', 8.234406015365273)","('人道', 297.93494666058456)"
2849,"('義務化', 17.981658103703364)","('福岡', 13.713431346583375)","('著作権法', 15.838260614362508)","('アサリ', 14.423202894794741)","('債務者', 17.32311401011679)","('二枚目', 15.510806495900091)","('高速', 12.156130557932249)","('地域社会', 12.131722282822654)","('大島', 11.32736993306651)","('空間', 14.018210488706995)","('ぜひ', 11.15146453848482)","('恣意', 14.712837007401127)","('労働基本権', 17.79785428877293)","('ポスター', 15.837064605064986)","('誕生', 15.12852883115255)","('都道府県知事', 14.480086315990988)","('利害関係', 16.503986810414617)","('懇談会', 14.665419039365496)","('サイバーセキュリティー', 13.296577915824226)","('公布', 13.689005007143441)","('ey', 8.232946769526569)","('補足', 297.9247831666717)"
2850,"('自宅', 17.980017786057555)","('各社', 13.708861830220972)","('都市計画', 15.832402030632824)","('トレーニング', 14.401888786350343)","('意気込み', 17.323108608309646)","('負担増', 15.501416048191611)","('医療センター', 12.154145036619179)","('八ツ', 12.131478534328393)","('首都圏', 11.32562548158754)","('首脳会談', 14.012971358033337)","('支部', 11.150353853089738)","('手数料', 14.712050004413337)","('所有者', 17.794398715209226)","('景気回復', 15.826116792033526)","('党派', 15.122616944603127)","('潜在', 14.46955223040834)","('加計学園問題', 16.49665290350783)","('廃棄物', 14.655872138089354)","('償還', 13.29509845120824)","('展望', 13.679976670812387)","('遡及', 8.231087700256559)","('手紙', 297.88950601908545)"
2851,"('軽視', 17.970267449591066)","('送電', 13.708053101698836)","('からだ', 15.83186231603624)","('しょうが', 14.397870492800507)","('指定確認検査機関', 17.31734560824514)","('様子', 15.49753795001462)","('不公平', 12.151617605895213)","('一面', 12.129481395396589)","('ニュアンス', 11.324777827557273)","('精神的', 14.009955374585264)","('定め', 11.144458363303098)","('参拝', 14.7020562064806)","('遺骨', 17.78932016156774)","('転嫁', 15.825116581357385)","('協調', 15.11933889401276)","('ファイル', 14.466812969304414)","('事象', 16.461786696959578)","('教科書', 14.653935654524837)","('パワハラ', 13.292742391832748)","('人手不足', 13.671771436026614)","('国際標準', 8.229465580624929)","('性能', 297.81010247313196)"
2852,"('便利', 17.967725417402775)","('正規', 13.707946314090501)","('活発', 15.82620801500625)","('行政処分', 14.391915681552323)","('靖国神社', 17.316967867133002)","('教育長', 15.495757762543313)","('出会い系サイト', 12.14838136561174)","('農林水産', 12.129425743673899)","('推測', 11.313977412258454)","('推定', 14.003487335649094)","('零細', 11.140554200779563)","('もろもろ', 14.694657703535988)","('質問主意書', 17.781992803449434)","('適性', 15.824643285595348)","('特別養子縁組', 15.117930817632264)","('妊娠', 14.46487394763129)","('地域社会', 16.45849900983704)","('左側', 14.651852654983875)","('挑戦', 13.288929094944347)","('ハウス', 13.66630033695575)","('ヘルス', 8.227478572185632)","('直結', 297.61007107952395)"
2853,"('圧迫', 17.959267148873074)","('大国', 13.705640077898812)","('恒久', 15.819919429949175)","('還元', 14.389733715729355)","('公務員制度改革', 17.308599055168067)","('沖合', 15.494692395235955)","('地域高規格道路', 12.141854639830886)","('管轄', 12.129168413824267)","('短く', 11.302977251399964)","('一定期間', 13.993921793488841)","('アピール', 11.137223104276778)","('子育て支援', 14.690888011855208)","('ワーク', 17.749244227606486)","('冷静', 15.816750037521999)","('遺骨', 15.113594947340108)","('代金', 14.458376000807169)","('労基法', 16.44031753060343)","('五分', 14.650155768673208)","('続き', 13.28163087965109)","('設備投資', 13.652480995191173)","('放送法', 8.227449869663738)","('持ち時間', 297.24966088548223)"
2854,"('耐震', 17.95659161588908)","('かぎ', 13.701156545806915)","('家賃', 15.816854802334383)","('厚生大臣', 14.38916095974984)","('元請', 17.304978062822613)","('プール', 15.49307317961611)","('国土交通委員会', 12.139206788251032)","('アメリカ政府', 12.128721373472224)","('医学部', 11.28779364287156)","('原告', 13.983742886443322)","('給付金', 11.128223049394215)","('現行憲法', 14.690739683737014)","('商業', 17.747891202838435)","('分権', 15.811762120861403)","('診療', 15.093249451292788)","('特定秘密', 14.4546703053545)","('アルコール', 16.42893943403846)","('ポスト', 14.643459983022742)","('知る権利', 13.27873132464861)","('増強', 13.651235082702764)","('少数', 8.215456906876758)","('議連', 297.15791840154833)"
2855,"('不利', 17.946947669290154)","('領土', 13.700538833357657)","('農林', 15.812959563295237)","('行政機関', 14.375486363188042)","('自衛官', 17.303399315382194)","('並行', 15.483840027066845)","('名古屋', 12.135930910831854)","('特許', 12.125714798334958)","('肝心', 11.287378136436455)","('三条', 13.982747612558988)","('国民生活センター', 11.12312025362503)","('爆発', 14.68671323525037)","('滞納', 17.74284408400832)","('原油', 15.809708685015817)","('性質', 15.089929987011637)","('殺人', 14.45155704214616)","('情報開示', 16.42524269704014)","('宮城県', 14.642938820744252)","('閣法', 13.278693405218771)","('住まい', 13.650543182167443)","('地域社会', 8.21473025496518)","('学長', 297.0988117145378)"
2856,"('自国', 17.94123832303247)","('発覚', 13.700055614726077)","('自白', 15.811178765557983)","('願い', 14.369551555131737)","('社会教育', 17.3020033100078)","('イコール', 15.47331024026489)","('十六', 12.131056831307214)","('受益', 12.122669388201647)","('部下', 11.286404537917027)","('原子力損害賠償紛争審査会', 13.982721286079522)","('わら', 11.121259399449258)","('十三条', 14.684525026754002)","('入り口', 17.73553396665042)","('兼業', 15.802736235434779)","('原点', 15.088851553031196)","('選手', 14.449489050389092)","('非常勤職員', 16.41973212317752)","('断念', 14.642932079859296)","('農林', 13.266348126835537)","('各党', 13.639185889913424)","('アンド', 8.21196764541773)","('二階', 297.02233925446586)"
2857,"('厳密', 17.935327561691675)","('点数', 13.69960024358356)","('国境', 15.796478434076896)","('上司', 14.368974091900213)","('補強', 17.301320582473874)","('地域間', 15.461927831968827)","('予算額', 12.130364801765065)","('ファンド', 12.11950469423555)","('特段', 11.275929885101466)","('追求', 13.973936361835236)","('法制局', 11.120057690782428)","('政治活動', 14.68271926603242)","('収容', 17.731047675404255)","('大阪都構想', 15.779905375512087)","('少子化対策', 15.083830800729709)","('全体像', 14.448067984448329)","('三名', 16.41439459130111)","('単身', 14.639254088016436)","('ピーク時', 13.250159923302165)","('根本的', 13.633468413205136)","('救急搬送', 8.205855182730605)","('無駄遣い', 296.9898084096387)"
2858,"('衛生', 17.931109687603236)","('需要予測', 13.69830765728635)","('コミュニケーション', 15.794567534656096)","('税理士', 14.345054941724976)","('特別交付税', 17.29556720284199)","('線引き', 15.457214865363774)","('直結', 12.129722962221823)","('温暖化対策', 12.103401802920875)","('公私', 11.274954726729128)","('検察審査会', 13.956175819077249)","('スウェーデン', 11.115611282419069)","('興味', 14.681350759245163)","('素人', 17.728919198150443)","('豚肉', 15.769307161168108)","('数年', 15.073560368526126)","('お許し', 14.447796590331976)","('カジノ管理委員会', 16.408601175067396)","('コンピューター', 14.638902949968365)","('急務', 13.249588855031986)","('形式', 13.62980376923756)","('累計', 8.205640561300717)","('理事長', 296.75522334318515)"
2859,"('開設', 17.92394161446972)","('最小', 13.692982514741031)","('秘書', 15.78656602463965)","('国産', 14.34053626897272)","('転勤', 17.29251921438378)","('十月一日', 15.44928011674647)","('貸し付け', 12.125452822459776)","('社宅', 12.099468633412583)","('毎日新聞', 11.271577981575962)","('疾病', 13.953820685700048)","('資産課税', 11.114379775782425)","('生活保護受給者', 14.679428599206556)","('産地', 17.725266366608917)","('直結', 15.766583187202622)","('位置', 15.0602420952923)","('水田', 14.444831620087715)","('副作用', 16.403914854741867)","('プロ', 14.636700986084508)","('世界経済', 13.249065542849003)","('最小限', 13.629789954075973)","('資金調達', 8.200259225950195)","('伝達', 296.6924338666932)"
2860,"('モラル', 17.921244329437517)","('多様化', 13.687637261130323)","('下落', 15.777120708454794)","('防犯', 14.328882094237429)","('過失', 17.281820012297487)","('経営委員会', 15.434424784239019)","('素朴', 12.116636818443101)","('百人', 12.098837784352291)","('断言', 11.254751182953303)","('中断', 13.948089558969304)","('日本語', 11.112657064834718)","('公共の福祉', 14.67003667661865)","('バラスト水', 17.724843701015946)","('日中', 15.761131226901883)","('年金生活', 15.044182260784554)","('地方税', 14.444409842994496)","('埼玉県', 16.400604986504646)","('首脳', 14.633778471549862)","('中断', 13.245546206721132)","('自宅待機', 13.614874319481308)","('刑法', 8.199186723646074)","('飲食店', 296.6552667089738)"
2861,"('取締役会', 17.912086815280063)","('罰則規定', 13.676907544045417)","('恩恵', 15.77542842691792)","('ファンド', 14.323889726917193)","('慣行', 17.27892173645384)","('誕生', 15.432748988727344)","('中東', 12.115932747220317)","('社債', 12.085845192447605)","('主催', 11.252143957177514)","('在外公館', 13.945349412495002)","('警告', 11.109878552682527)","('最高裁判所', 14.668642015450427)","('原理', 17.706528035906693)","('地球温暖化', 15.759973374732894)","('幹事長', 15.036012228955808)","('出発', 14.426532389770168)","('怒り', 16.394542005366354)","('イタリア', 14.629530909394694)","('副作用', 13.244224468199324)","('バイ', 13.608293400861527)","('耕作放棄地', 8.198617094409396)","('三名', 296.4576128887604)"
2862,"('修理', 17.890036814697396)","('ずさん', 13.67472036947204)","('エージェンシー', 15.77009248452766)","('ウエート', 14.320700020707589)","('共産党', 17.27372068756032)","('制作', 15.430439143729515)","('商業', 12.108458988518843)","('政治の責任', 12.084293770602667)","('利益誘導', 11.249460826889047)","('そのときには', 13.936213902624404)","('三枚目', 11.109293858115247)","('調和', 14.660482900782904)","('議員連盟', 17.70551923095048)","('具体例', 15.757473682461594)","('埋立', 15.03358524204031)","('不満', 14.422825473794934)","('閣僚会議', 16.37976875354351)","('過労死', 14.62685070317219)","('直結', 13.241971725903994)","('名称', 13.60504555940936)","('近隣', 8.197867653326966)","('面会', 296.24957172438656)"
2863,"('払い', 17.889662841462275)","('三者', 13.669972199830571)","('蓄積', 15.762082158449331)","('民事局', 14.31935653352719)","('総論', 17.26400104593827)","('ガソリン', 15.417160068013056)","('勇気', 12.108420269664938)","('国語', 12.07465787773405)","('養育', 11.247569512269749)","('開設', 13.919703380096072)","('空き家', 11.106857785589428)","('マッチング', 14.6536274654488)","('同等', 17.69945889105286)","('国内外', 15.752630235259728)","('ちゅうちょ', 15.031324265393483)","('一覧', 14.419901921174308)","('温室効果ガス', 16.369009645477764)","('尊厳', 14.61490254280764)","('パリ協定', 13.240649319690876)","('手引', 13.599613028284036)","('労力', 8.195225286744364)","('クラス', 296.2244429090712)"
